Question,openai_gpt-3.5-turbo_1,openai_gpt-3.5-turbo_2,openai_gpt-4o-mini_1,openai_gpt-4o-mini_2,ollama_llama3,gpt-4o-mini_student_teacher,ollama_gemma_student_teacher,gpt-4o-mini_blind
Origin of Pentecost answered by GPT 3.5 Imam,85.0,95.0,95.0,85.0,85.0,85.0,90.0,85.0
Biblical References to Pentecost answered by GPT 3.5 Imam,70.0,65.0,70.0,60.0,60.0,30.0,70.0,40.0
Jesus is the Son of God answered by llama Imam,60.0,90.0,75.0,70.0,85.0,60.0,95.0,70.0
Use term 'Father' when referring to God answered by llama Imam,85.0,90.0,90.0,85.0,85.0,60.0,85.0,75.0
Multiple gods answered by llama Imam,80.0,80.0,90.0,85.0,85.0,60.0,85.0,75.0
Physical offspring of God answered by llama Imam,90.0,85.0,90.0,90.0,95.0,70.0,85.0,65.0
Avoid 'Son of God' answered by llama Imam,85.0,60.0,80.0,60.0,80.0,60.0,85.0,75.0
Jesus is Lord answered by llama Imam,50.0,60.0,70.0,30.0,85.0,60.0,85.0,50.0
One God answered by llama Imam,85.0,85.0,85.0,80.0,85.0,70.0,90.0,85.0
Holy Spirit answered by llama Imam,50.0,70.0,70.0,60.0,80.0,30.0,85.0,60.0
Kingdom of God answered by llama Imam,90.0,90.0,80.0,85.0,85.0,40.0,85.0,60.0
Messiah answered by llama Imam,60.0,60.0,30.0,50.0,80.0,65.0,85.0,75.0
Understanding the Tabernacle answered by llama Imam,90.0,90.0,90.0,75.0,85.0,60.0,85.0,50.0
Structure of the Tabernacle answered by llama Imam,95.0,90.0,80.0,80.0,70.0,60.0,80.0,65.0
Transition from Tabernacle to Temple answered by llama Imam,95.0,90.0,90.0,90.0,90.0,50.0,85.0,40.0
Role of Priests answered by llama Imam,85.0,85.0,80.0,90.0,85.0,60.0,80.0,60.0
Jesus as High Priest answered by llama Imam,50.0,20.0,45.0,20.0,20.0,20.0,80.0,40.0
New Testament Priesthood answered by llama Imam,85.0,90.0,85.0,85.0,85.0,75.0,90.0,35.0
Definition of Repentance answered by llama Imam,90.0,90.0,70.0,80.0,95.0,40.0,85.0,60.0
Role of Repentance in Forgiveness answered by llama Imam,90.0,85.0,95.0,90.0,85.0,60.0,85.0,40.0
Biblical Examples of Repentance answered by llama Imam,95.0,95.0,90.0,95.0,85.0,70.0,85.0,60.0
Understanding the Spirit answered by llama Imam,85.0,90.0,85.0,95.0,85.0,40.0,85.0,70.0
Nature of God answered by llama Imam,85.0,85.0,85.0,80.0,90.0,60.0,90.0,55.0
Spiritual Gifts answered by llama Imam,85.0,80.0,85.0,80.0,85.0,60.0,85.0,70.0
Understanding Being 'In Christ' answered by llama Imam,80.0,90.0,70.0,85.0,80.0,40.0,90.0,40.0
Benefits of Being 'In Christ' answered by llama Imam,60.0,40.0,60.0,80.0,20.0,40.0,80.0,60.0
Faith in Christ answered by llama Imam,80.0,75.0,70.0,85.0,60.0,40.0,85.0,85.0
Understanding Grace answered by llama Imam,75.0,85.0,80.0,70.0,85.0,60.0,85.0,75.0
Being Gracious answered by llama Imam,90.0,90.0,70.0,80.0,85.0,70.0,90.0,85.0
Finding Grace answered by llama Imam,90.0,90.0,90.0,90.0,85.0,70.0,90.0,70.0
Understanding Reconciliation answered by llama Imam,80.0,90.0,60.0,70.0,85.0,40.0,85.0,50.0
Peace with God answered by llama Imam,10.0,20.0,20.0,10.0,25.0,10.0,80.0,40.0
Application of Reconciliation answered by llama Imam,80.0,80.0,80.0,90.0,85.0,50.0,85.0,70.0
Demon Possession answered by llama Imam,85.0,70.0,80.0,85.0,85.0,70.0,85.0,60.0
Healing Through Jesus answered by llama Imam,80.0,90.0,90.0,85.0,85.0,75.0,85.0,60.0
Examples in Scripture answered by llama Imam,70.0,90.0,85.0,85.0,85.0,70.0,85.0,60.0
Testimony Meaning answered by llama Imam,85.0,80.0,85.0,85.0,60.0,75.0,85.0,70.0
Role of Witnesses answered by llama Imam,90.0,85.0,80.0,70.0,85.0,60.0,85.0,60.0
False Witness answered by llama Imam,90.0,90.0,90.0,90.0,95.0,70.0,85.0,70.0
Understanding the Elect answered by llama Imam,80.0,85.0,80.0,80.0,85.0,65.0,85.0,60.0
The Role of God's Chosen answered by llama Imam,70.0,85.0,90.0,90.0,85.0,60.0,85.0,70.0
Translation of 'Elect' answered by llama Imam,90.0,85.0,90.0,85.0,85.0,70.0,90.0,40.0
Understanding Biblical Naming answered by llama Imam,70.0,70.0,60.0,75.0,85.0,60.0,75.0,50.0
God's Identity Through Naming answered by llama Imam,85.0,80.0,90.0,85.0,80.0,60.0,85.0,75.0
Translation of 'Call' answered by llama Imam,90.0,85.0,85.0,85.0,85.0,70.0,85.0,50.0
Consecration Meaning answered by llama Imam,95.0,80.0,90.0,75.0,95.0,70.0,85.0,45.0
Consecrated Individuals answered by llama Imam,55.0,50.0,50.0,70.0,80.0,40.0,80.0,60.0
Consecration and Service answered by llama Imam,90.0,90.0,90.0,90.0,85.0,50.0,85.0,80.0
Understanding Curses answered by llama Imam,85.0,85.0,85.0,90.0,85.0,70.0,90.0,70.0
Curses and Disobedience answered by llama Imam,70.0,80.0,80.0,90.0,85.0,40.0,85.0,30.0
Cursing in the Biblical Narrative answered by llama Imam,70.0,50.0,30.0,40.0,85.0,25.0,85.0,60.0
Understanding Atonement answered by llama Imam,95.0,90.0,90.0,95.0,90.0,85.0,85.0,70.0
Old vs. New Testament Atonement answered by llama Imam,90.0,90.0,85.0,90.0,85.0,60.0,85.0,70.0
Atonement and Forgiveness answered by llama Imam,90.0,80.0,90.0,85.0,95.0,60.0,85.0,60.0
Understanding Evil answered by llama Imam,70.0,70.0,85.0,85.0,85.0,40.0,85.0,60.0
Consequences of Evil answered by llama Imam,85.0,85.0,80.0,85.0,85.0,75.0,85.0,60.0
Nature of Wickedness answered by llama Imam,80.0,50.0,80.0,80.0,90.0,30.0,85.0,40.0
Confession of Sins answered by llama Imam,90.0,75.0,90.0,70.0,60.0,60.0,80.0,40.0
Hypocrisy in Personal Conduct answered by llama Imam,90.0,95.0,95.0,90.0,85.0,80.0,95.0,60.0
Judgment of Others answered by llama Imam,90.0,90.0,80.0,90.0,95.0,50.0,85.0,50.0
Authentic Christian Living answered by llama Imam,95.0,95.0,90.0,90.0,85.0,60.0,90.0,70.0
Definition of the People of God answered by llama Imam,80.0,90.0,60.0,90.0,60.0,60.0,85.0,60.0
Significance of Anointing answered by llama Imam,80.0,85.0,90.0,85.0,92.0,60.0,90.0,60.0
Healing through Anointing answered by llama Imam,90.0,90.0,90.0,80.0,85.0,60.0,90.0,20.0
Anointing and the Holy Spirit answered by llama Imam,70.0,70.0,70.0,70.0,85.0,60.0,85.0,50.0
Worship Practices answered by llama Imam,70.0,80.0,90.0,85.0,85.0,60.0,90.0,50.0
Idolatry in the Bible answered by llama Imam,90.0,95.0,95.0,90.0,85.0,70.0,85.0,70.0
Spiritual Deceit answered by llama Imam,85.0,90.0,90.0,85.0,70.0,60.0,90.0,85.0
Deacon Definition answered by llama Imam,70.0,60.0,80.0,80.0,70.0,60.0,80.0,65.0
Biblical Context answered by llama Imam,90.0,90.0,90.0,90.0,70.0,60.0,85.0,65.0
Terminology answered by llama Imam,60.0,40.0,70.0,75.0,80.0,20.0,85.0,60.0
Word of God answered by llama Imam,85.0,80.0,75.0,80.0,85.0,60.0,85.0,70.0
Nature of Scripture answered by llama Imam,85.0,80.0,80.0,75.0,85.0,50.0,85.0,60.0
Role of Jesus as the Word answered by llama Imam,60.0,80.0,70.0,60.0,80.0,70.0,85.0,60.0
Purpose of Parables answered by llama Imam,80.0,70.0,85.0,70.0,85.0,70.0,85.0,65.0
Example of Parables answered by llama Imam,95.0,95.0,95.0,90.0,95.0,70.0,95.0,50.0
Role of Parables in Scripture answered by llama Imam,70.0,80.0,70.0,70.0,85.0,25.0,90.0,40.0
Israel's Identity answered by llama Imam,90.0,90.0,95.0,95.0,85.0,85.0,85.0,75.0
Covenant with Israel answered by llama Imam,60.0,65.0,60.0,90.0,85.0,60.0,85.0,60.0
Division of Israel answered by llama Imam,20.0,75.0,30.0,20.0,40.0,10.0,70.0,50.0
Eunuchs in the Bible answered by llama Imam,70.0,75.0,75.0,75.0,85.0,50.0,85.0,60.0
Ethiopian Eunuch answered by llama Imam,85.0,85.0,85.0,90.0,95.0,70.0,90.0,70.0
Role of Eunuchs answered by llama Imam,85.0,90.0,80.0,85.0,90.0,60.0,85.0,60.0
Nazirite Vow Significance answered by llama Imam,50.0,0.0,20.0,20.0,40.0,20.0,70.0,20.0
Samson's Nazirite Status answered by llama Imam,50.0,70.0,60.0,70.0,85.0,40.0,85.0,40.0
New Testament References answered by llama Imam,85.0,85.0,80.0,85.0,85.0,40.0,85.0,65.0
Jewish Identity in Christianity answered by llama Imam,85.0,95.0,90.0,90.0,80.0,60.0,85.0,60.0
Rejection of Jesus by Jewish Leaders answered by llama Imam,85.0,70.0,85.0,85.0,85.0,60.0,85.0,60.0
Return from Exile answered by llama Imam,90.0,85.0,90.0,90.0,90.0,60.0,85.0,65.0
Understanding Temptation answered by llama Imam,70.0,70.0,75.0,50.0,60.0,60.0,85.0,60.0
Nature of Temptation answered by llama Imam,50.0,65.0,70.0,80.0,60.0,60.0,85.0,70.0
Tempting God answered by llama Imam,95.0,95.0,90.0,95.0,85.0,20.0,90.0,50.0
Sanctuary Definition answered by llama Imam,90.0,90.0,85.0,80.0,85.0,70.0,85.0,50.0
Sanctuary in the Old Testament answered by llama Imam,85.0,90.0,90.0,85.0,85.0,80.0,90.0,85.0
Translation of Sanctuary answered by llama Imam,90.0,90.0,90.0,90.0,85.0,60.0,85.0,85.0
Understanding God's Favor answered by llama Imam,85.0,85.0,75.0,85.0,85.0,70.0,85.0,55.0
Favoritism in Relationships answered by llama Imam,90.0,85.0,90.0,95.0,85.0,70.0,95.0,80.0
Finding Favor answered by llama Imam,60.0,90.0,85.0,70.0,92.0,60.0,90.0,50.0
Understanding New Birth answered by llama Imam,80.0,80.0,90.0,95.0,85.0,40.0,95.0,40.0
Role of the Holy Spirit answered by llama Imam,50.0,60.0,65.0,50.0,85.0,40.0,80.0,50.0
God's Role in New Birth answered by llama Imam,85.0,80.0,85.0,70.0,70.0,30.0,80.0,45.0
Definition of a Christian answered by llama Imam,20.0,20.0,30.0,45.0,40.0,0.0,70.0,50.0
Origin of the Term answered by llama Imam,90.0,90.0,90.0,85.0,80.0,70.0,85.0,70.0
Assurance of Salvation answered by llama Imam,30.0,60.0,70.0,30.0,60.0,20.0,75.0,60.0
Understanding Intercession answered by llama Imam,90.0,85.0,90.0,90.0,95.0,60.0,85.0,50.0
Scriptural Basis for Intercession answered by llama Imam,85.0,85.0,90.0,90.0,80.0,60.0,85.0,85.0
Definition and Translation answered by llama Imam,85.0,90.0,82.0,85.0,85.0,40.0,85.0,70.0
Understanding Innocence answered by llama Imam,85.0,90.0,90.0,95.0,90.0,70.0,90.0,70.0
Innocent Suffering answered by llama Imam,95.0,90.0,90.0,90.0,95.0,85.0,90.0,75.0
Biblical Examples of Innocence answered by llama Imam,40.0,70.0,10.0,70.0,60.0,60.0,80.0,70.0
Role of the High Priest answered by llama Imam,80.0,80.0,85.0,70.0,40.0,20.0,80.0,50.0
Jesus as the High Priest answered by llama Imam,80.0,85.0,90.0,90.0,85.0,20.0,85.0,40.0
Chief Priests' Authority answered by llama Imam,90.0,85.0,90.0,70.0,80.0,40.0,85.0,70.0
Purpose of Psalms answered by llama Imam,90.0,85.0,90.0,85.0,85.0,60.0,85.0,50.0
New Testament Instruction answered by llama Imam,95.0,90.0,90.0,90.0,40.0,40.0,85.0,70.0
Authorship of Psalms answered by llama Imam,60.0,70.0,70.0,70.0,80.0,70.0,85.0,70.0
Compassion Definition answered by llama Imam,95.0,95.0,95.0,95.0,95.0,80.0,85.0,80.0
God's Compassion answered by llama Imam,90.0,85.0,85.0,75.0,85.0,50.0,85.0,70.0
Compassionate Actions answered by llama Imam,80.0,80.0,80.0,85.0,85.0,60.0,85.0,60.0
Authority in Governance answered by llama Imam,85.0,80.0,85.0,90.0,85.0,70.0,85.0,50.0
Spiritual Authority answered by llama Imam,95.0,90.0,90.0,85.0,85.0,70.0,90.0,60.0
Authority of Parents answered by llama Imam,85.0,90.0,95.0,90.0,85.0,60.0,85.0,60.0
Predestination Meaning answered by llama Imam,90.0,75.0,70.0,80.0,90.0,40.0,85.0,50.0
Foreordain vs Predestine answered by llama Imam,85.0,90.0,95.0,90.0,80.0,60.0,85.0,70.0
Translation of Predestine answered by llama Imam,80.0,80.0,90.0,85.0,60.0,60.0,85.0,85.0
Faithfulness to God answered by llama Imam,75.0,75.0,85.0,85.0,85.0,60.0,85.0,65.0
Nature of Hell answered by llama Imam,70.0,85.0,50.0,75.0,85.0,70.0,85.0,50.0
Eternal Punishment answered by llama Imam,90.0,90.0,90.0,80.0,85.0,60.0,85.0,70.0
Satan's Fate answered by llama Imam,80.0,80.0,75.0,75.0,70.0,60.0,85.0,80.0
Noah's Ark answered by llama Imam,95.0,85.0,85.0,80.0,85.0,60.0,85.0,60.0
Ark of the Covenant answered by llama Imam,85.0,90.0,85.0,85.0,95.0,65.0,90.0,40.0
Translation of Ark answered by llama Imam,85.0,85.0,85.0,70.0,80.0,50.0,90.0,40.0
Understanding Abomination answered by llama Imam,90.0,90.0,90.0,90.0,85.0,20.0,85.0,40.0
Abomination of Desolation answered by llama Imam,40.0,60.0,30.0,70.0,85.0,60.0,85.0,60.0
Translation of Abomination answered by llama Imam,85.0,90.0,90.0,85.0,85.0,30.0,85.0,65.0
Fulfillment of Prophecies answered by llama Imam,90.0,80.0,85.0,80.0,60.0,60.0,80.0,60.0
Fulfilling Promises answered by llama Imam,90.0,90.0,90.0,90.0,85.0,70.0,85.0,85.0
Ministry Fulfillment answered by llama Imam,60.0,50.0,75.0,60.0,85.0,40.0,80.0,40.0
Understanding Purification answered by llama Imam,95.0,90.0,90.0,75.0,85.0,40.0,85.0,65.0
New Testament Redemption answered by llama Imam,95.0,90.0,95.0,95.0,85.0,85.0,90.0,75.0
Personal Application answered by llama Imam,75.0,80.0,85.0,85.0,85.0,60.0,85.0,60.0
Understanding Worship answered by llama Imam,80.0,80.0,75.0,75.0,60.0,60.0,80.0,80.0
True vs. False Worship answered by llama Imam,95.0,90.0,90.0,90.0,85.0,60.0,85.0,85.0
Biblical Examples of Worship answered by llama Imam,95.0,95.0,85.0,95.0,85.0,70.0,90.0,85.0
Understanding God's Calling answered by llama Imam,90.0,85.0,90.0,90.0,85.0,70.0,85.0,50.0
Prayer as Calling Out answered by llama Imam,90.0,95.0,95.0,95.0,85.0,60.0,85.0,40.0
Identity in Christ answered by llama Imam,30.0,70.0,60.0,20.0,60.0,60.0,85.0,60.0
Origins of the Hebrews answered by llama Imam,60.0,90.0,75.0,60.0,85.0,50.0,80.0,70.0
Terminology in the Bible answered by llama Imam,80.0,85.0,85.0,80.0,60.0,50.0,80.0,65.0
Language of the Old Testament answered by llama Imam,50.0,70.0,60.0,50.0,90.0,70.0,90.0,70.0
Understanding Cleanliness answered by llama Imam,90.0,87.0,90.0,80.0,95.0,70.0,85.0,55.0
Cleansing Practices answered by llama Imam,70.0,75.0,80.0,85.0,85.0,60.0,85.0,60.0
The Role of Cleansing in Christianity answered by llama Imam,80.0,80.0,85.0,85.0,85.0,60.0,85.0,60.0
Understanding Appointments in God's Plan answered by llama Imam,40.0,70.0,50.0,70.0,85.0,40.0,85.0,40.0
God's Timing answered by llama Imam,90.0,95.0,95.0,90.0,95.0,70.0,85.0,75.0
Role of Appointments in Service answered by llama Imam,95.0,85.0,95.0,90.0,95.0,70.0,85.0,70.0
Understanding the Trinity answered by llama Imam,90.0,90.0,95.0,90.0,95.0,40.0,85.0,70.0
Becoming a Child of God answered by llama Imam,0.0,20.0,20.0,60.0,85.0,50.0,85.0,40.0
Nature of Forgiveness answered by llama Imam,95.0,90.0,90.0,85.0,85.0,65.0,85.0,60.0
Definition of Blessing answered by llama Imam,90.0,90.0,90.0,90.0,85.0,70.0,85.0,70.0
Biblical Examples of Blessing answered by llama Imam,90.0,90.0,90.0,80.0,85.0,60.0,85.0,60.0
The Role of Blessing in Worship answered by llama Imam,80.0,60.0,75.0,70.0,20.0,50.0,90.0,75.0
Godly Character answered by llama Imam,70.0,60.0,65.0,85.0,85.0,20.0,85.0,70.0
Godliness Definition answered by llama Imam,95.0,95.0,90.0,95.0,85.0,70.0,85.0,75.0
Ungodliness Consequences answered by llama Imam,90.0,90.0,90.0,90.0,80.0,20.0,85.0,50.0
Sacrificial Love answered by llama Imam,85.0,80.0,90.0,80.0,95.0,60.0,85.0,70.0
Types of Love answered by llama Imam,80.0,85.0,80.0,60.0,95.0,50.0,85.0,50.0
Love and Forgiveness answered by llama Imam,80.0,90.0,90.0,85.0,85.0,60.0,85.0,75.0
Definition of Evangelist answered by llama Imam,70.0,80.0,80.0,80.0,85.0,60.0,85.0,60.0
Biblical Exhortation answered by llama Imam,20.0,20.0,20.0,30.0,60.0,50.0,85.0,60.0
Gift of Evangelism answered by llama Imam,80.0,80.0,60.0,80.0,60.0,30.0,85.0,85.0
Zeal Definition answered by llama Imam,85.0,70.0,85.0,75.0,60.0,60.0,85.0,65.0
God's Zeal answered by llama Imam,60.0,85.0,85.0,40.0,80.0,30.0,85.0,40.0
Translation Suggestions answered by llama Imam,65.0,70.0,70.0,60.0,85.0,50.0,85.0,60.0
Understanding Fear in Worship answered by llama Imam,90.0,90.0,90.0,90.0,95.0,80.0,85.0,60.0
Translating 'Fear' in Context answered by llama Imam,90.0,90.0,90.0,90.0,95.0,80.0,90.0,85.0
Biblical Assurance Against Fear answered by llama Imam,60.0,85.0,90.0,75.0,92.0,50.0,90.0,50.0
Holy Spirit Identity answered by llama Imam,95.0,95.0,95.0,87.0,95.0,70.0,85.0,85.0
Role of the Holy Spirit in Creation answered by llama Imam,30.0,20.0,20.0,20.0,40.0,20.0,80.0,20.0
Empowerment by the Holy Spirit answered by llama Imam,80.0,80.0,80.0,70.0,85.0,40.0,85.0,60.0
Understanding Worldly Values answered by llama Imam,90.0,95.0,90.0,90.0,85.0,40.0,85.0,50.0
Scriptural Reference answered by llama Imam,75.0,60.0,80.0,70.0,60.0,30.0,85.0,60.0
Corruption of the World answered by llama Imam,60.0,60.0,50.0,60.0,85.0,20.0,85.0,50.0
Understanding Humility answered by llama Imam,85.0,85.0,85.0,85.0,95.0,70.0,85.0,70.0
Biblical Example of Humility answered by llama Imam,90.0,90.0,85.0,95.0,80.0,50.0,85.0,50.0
Consequences of Pride answered by llama Imam,90.0,95.0,90.0,90.0,95.0,80.0,85.0,85.0
Definition of Begetting answered by llama Imam,85.0,60.0,90.0,85.0,85.0,70.0,85.0,65.0
Translation of Begotten answered by llama Imam,80.0,85.0,80.0,70.0,85.0,30.0,85.0,55.0
Biblical Usage answered by llama Imam,80.0,80.0,85.0,85.0,80.0,70.0,85.0,60.0
Authority of God answered by llama Imam,80.0,70.0,85.0,90.0,92.0,60.0,95.0,60.0
Translation of 'Yahweh' answered by llama Imam,80.0,80.0,90.0,85.0,85.0,40.0,90.0,60.0
Hosts in Scripture answered by llama Imam,80.0,85.0,60.0,85.0,85.0,50.0,85.0,60.0
Covenant Faithfulness Defined answered by llama Imam,80.0,80.0,85.0,75.0,85.0,70.0,85.0,60.0
Biblical References answered by llama Imam,90.0,85.0,80.0,90.0,60.0,70.0,80.0,60.0
Translation Variations answered by llama Imam,80.0,85.0,90.0,85.0,40.0,50.0,85.0,40.0
Understanding Faithlessness answered by llama Imam,90.0,90.0,85.0,50.0,60.0,80.0,85.0,90.0
Unfaithfulness in Worship answered by llama Imam,95.0,90.0,95.0,90.0,85.0,60.0,85.0,40.0
Adultery and Unfaithfulness answered by llama Imam,95.0,95.0,95.0,92.0,60.0,80.0,85.0,90.0
Centurion and Healing answered by llama Imam,85.0,70.0,75.0,55.0,85.0,40.0,80.0,40.0
Centurion at the Crucifixion answered by llama Imam,70.0,70.0,85.0,60.0,80.0,75.0,85.0,60.0
Centurion and Peter answered by llama Imam,70.0,85.0,75.0,60.0,90.0,65.0,95.0,40.0
Dominion in Creation answered by llama Imam,85.0,90.0,85.0,90.0,80.0,80.0,85.0,70.0
Dominion of Christ answered by llama Imam,70.0,30.0,50.0,50.0,60.0,40.0,80.0,60.0
Victory over Satan's Dominion answered by llama Imam,60.0,70.0,60.0,60.0,60.0,20.0,85.0,45.0
Understanding Adultery answered by llama Imam,90.0,90.0,85.0,80.0,85.0,80.0,85.0,80.0
Definition Clarity answered by llama Imam,95.0,85.0,90.0,90.0,80.0,70.0,85.0,60.0
Faithfulness in Marriage answered by llama Imam,95.0,95.0,90.0,95.0,92.0,85.0,85.0,75.0
Understanding Discipleship answered by llama Imam,50.0,75.0,60.0,85.0,85.0,70.0,85.0,60.0
The Role of the Twelve Apostles answered by llama Imam,90.0,90.0,90.0,90.0,85.0,60.0,85.0,70.0
The Great Commission answered by llama Imam,85.0,80.0,90.0,80.0,60.0,50.0,80.0,80.0
Understanding Forgiveness answered by llama Imam,85.0,85.0,90.0,90.0,85.0,60.0,85.0,60.0
Pardon in Christianity answered by llama Imam,40.0,70.0,60.0,75.0,85.0,50.0,85.0,60.0
Biblical Basis for Forgiveness answered by llama Imam,90.0,90.0,95.0,85.0,90.0,40.0,85.0,40.0
Significance of Altars answered by llama Imam,90.0,90.0,90.0,90.0,85.0,70.0,85.0,70.0
Building Materials answered by llama Imam,60.0,70.0,80.0,50.0,60.0,60.0,80.0,60.0
Historical Examples answered by llama Imam,95.0,85.0,90.0,95.0,80.0,40.0,85.0,40.0
Day of the Lord Meaning answered by llama Imam,85.0,80.0,70.0,80.0,80.0,30.0,85.0,60.0
Judgment and Resurrection answered by llama Imam,85.0,80.0,85.0,80.0,60.0,70.0,85.0,70.0
God's Wrath answered by llama Imam,65.0,70.0,60.0,60.0,85.0,50.0,80.0,40.0
Definition of Gospel answered by llama Imam,70.0,65.0,70.0,60.0,40.0,60.0,85.0,65.0
Importance of Proclaiming the Gospel answered by llama Imam,90.0,90.0,90.0,90.0,80.0,50.0,85.0,60.0
Role of Scripture in the Gospel answered by llama Imam,85.0,90.0,85.0,90.0,85.0,60.0,85.0,55.0
God's Power answered by llama Imam,90.0,95.0,95.0,90.0,80.0,70.0,85.0,80.0
Titles of God answered by llama Imam,85.0,85.0,85.0,80.0,85.0,85.0,85.0,70.0
Scriptural References answered by llama Imam,60.0,30.0,60.0,40.0,50.0,0.0,70.0,30.0
Understanding the Cross answered by llama Imam,90.0,95.0,90.0,90.0,95.0,70.0,85.0,80.0
Daily Bearing the Cross answered by llama Imam,90.0,90.0,85.0,80.0,85.0,70.0,85.0,60.0
Historical Context of the Cross answered by llama Imam,90.0,90.0,90.0,80.0,85.0,85.0,90.0,20.0
Nature of the Soul answered by llama Imam,75.0,75.0,80.0,70.0,85.0,60.0,85.0,60.0
Purpose of the Soul answered by llama Imam,95.0,90.0,95.0,95.0,85.0,80.0,85.0,60.0
Function of the Soul answered by llama Imam,85.0,85.0,90.0,85.0,85.0,50.0,85.0,65.0
Definition of Beloved answered by llama Imam,70.0,70.0,85.0,70.0,60.0,60.0,85.0,75.0
Beloved in Scripture answered by llama Imam,85.0,95.0,70.0,85.0,85.0,60.0,85.0,60.0
Translations of Beloved answered by llama Imam,30.0,70.0,30.0,80.0,20.0,60.0,85.0,85.0
Understanding Adoption in Christ answered by llama Imam,85.0,90.0,95.0,90.0,85.0,60.0,85.0,60.0
Privileges of Sonship answered by llama Imam,80.0,90.0,95.0,90.0,85.0,40.0,85.0,40.0
Looking Forward to Adoption answered by llama Imam,85.0,85.0,95.0,85.0,85.0,20.0,85.0,50.0
Understanding the Day of Judgment answered by llama Imam,50.0,20.0,20.0,20.0,70.0,20.0,85.0,90.0
Judgment Criteria answered by llama Imam,50.0,60.0,70.0,70.0,85.0,40.0,80.0,40.0
Scriptural References 2 answered by llama Imam,85.0,85.0,95.0,92.0,85.0,75.0,85.0,70.0
Understanding Iniquity answered by llama Imam,70.0,80.0,60.0,70.0,85.0,30.0,85.0,35.0
Implications of Iniquity answered by llama Imam,30.0,50.0,70.0,75.0,20.0,0.0,85.0,30.0
Scriptural References 3 answered by llama Imam,40.0,70.0,75.0,75.0,60.0,20.0,75.0,20.0
Restoration of Relationships answered by llama Imam,75.0,50.0,70.0,40.0,60.0,60.0,70.0,45.0
Scriptural References to Restoration answered by llama Imam,85.0,90.0,70.0,85.0,85.0,60.0,85.0,60.0
Concept of Renewal answered by llama Imam,80.0,90.0,85.0,90.0,85.0,75.0,85.0,70.0
Purpose of Tests answered by llama Imam,90.0,90.0,95.0,95.0,85.0,70.0,85.0,60.0
Testing God answered by llama Imam,90.0,90.0,85.0,90.0,80.0,90.0,90.0,85.0
Testing and Temptation answered by llama Imam,80.0,85.0,90.0,85.0,85.0,60.0,85.0,75.0
Myrrh as a Gift answered by llama Imam,65.0,85.0,70.0,80.0,60.0,40.0,85.0,40.0
Use in Burial answered by llama Imam,90.0,85.0,90.0,90.0,85.0,70.0,90.0,70.0
Jesus’ Crucifixion answered by llama Imam,50.0,50.0,60.0,30.0,70.0,50.0,85.0,40.0
Understanding Condemnation answered by llama Imam,85.0,70.0,80.0,80.0,85.0,60.0,80.0,50.0
Right Judgment answered by llama Imam,90.0,95.0,85.0,90.0,95.0,60.0,85.0,70.0
Condemnation and Punishment answered by llama Imam,85.0,85.0,80.0,90.0,85.0,70.0,85.0,50.0
Understanding Eternal Life answered by llama Imam,40.0,70.0,40.0,60.0,60.0,50.0,80.0,50.0
Nature of Eternity answered by llama Imam,85.0,90.0,80.0,85.0,85.0,60.0,85.0,60.0
David's Throne answered by llama Imam,70.0,70.0,40.0,60.0,90.0,70.0,80.0,70.0
Definition of Good answered by llama Imam,85.0,85.0,60.0,60.0,85.0,60.0,85.0,50.0
God as Good answered by llama Imam,70.0,75.0,60.0,80.0,80.0,50.0,80.0,40.0
Doing Good answered by llama Imam,95.0,90.0,90.0,90.0,90.0,60.0,85.0,50.0
Understanding Trespass in a Christian Context answered by llama Imam,75.0,85.0,75.0,80.0,85.0,50.0,80.0,65.0
Biblical Examples of Trespass answered by llama Imam,75.0,90.0,90.0,80.0,85.0,50.0,85.0,65.0
Translation of Trespass in Different Contexts answered by llama Imam,90.0,80.0,85.0,95.0,85.0,50.0,85.0,50.0
Understanding God's Call answered by llama Imam,80.0,80.0,85.0,80.0,85.0,50.0,85.0,65.0
Purpose in Calling answered by llama Imam,90.0,90.0,90.0,95.0,85.0,60.0,85.0,70.0
God's Intentionality answered by llama Imam,90.0,90.0,90.0,90.0,95.0,85.0,90.0,65.0
Understanding Lament answered by llama Imam,90.0,60.0,70.0,85.0,92.0,75.0,90.0,85.0
